Aika;Alue;val
Vuosi 2021 Viikko 34;Etelä-Savon SHP;
Vuosi 2021 Viikko 35;Etelä-Savon SHP;
Vuosi 2021 Viikko 36;Etelä-Savon SHP;
Vuosi 2021 Viikko 37;Etelä-Savon SHP;
Vuosi 2021 Viikko 38;Etelä-Savon SHP;
Vuosi 2021 Viikko 39;Etelä-Savon SHP;
Vuosi 2021 Viikko 40;Etelä-Savon SHP;
Vuosi 2021 Viikko 41;Etelä-Savon SHP;
Vuosi 2021 Viikko 42;Etelä-Savon SHP;
Vuosi 2021 Viikko 43;Etelä-Savon SHP;
Vuosi 2021 Viikko 44;Etelä-Savon SHP;
Vuosi 2021 Viikko 45;Etelä-Savon SHP;
Vuosi 2021 Viikko 46;Etelä-Savon SHP;
Vuosi 2021 Viikko 47;Etelä-Savon SHP;
Vuosi 2021 Viikko 48;Etelä-Savon SHP;
Vuosi 2021 Viikko 49;Etelä-Savon SHP;
Vuosi 2021 Viikko 50;Etelä-Savon SHP;
Vuosi 2021 Viikko 51;Etelä-Savon SHP;
Vuosi 2021 Viikko 52;Etelä-Savon SHP;
Aika;Etelä-Savon SHP;514
Vuosi 2020 Viikko 01;Itä-Savon SHP;0
Vuosi 2020 Viikko 02;Itä-Savon SHP;0
Vuosi 2020 Viikko 03;Itä-Savon SHP;0
Vuosi 2020 Viikko 04;Itä-Savon SHP;0
Vuosi 2020 Viikko 05;Itä-Savon SHP;0
Vuosi 2020 Viikko 06;Itä-Savon SHP;0
Vuosi 2020 Viikko 07;Itä-Savon SHP;0
Vuosi 2020 Viikko 08;Itä-Savon SHP;0
Vuosi 2020 Viikko 09;Itä-Savon SHP;0
Vuosi 2020 Viikko 10;Itä-Savon SHP;0
Vuosi 2020 Viikko 11;Itä-Savon SHP;0
Vuosi 2020 Viikko 12;Itä-Savon SHP;1
Vuosi 2020 Viikko 13;Itä-Savon SHP;1
Vuosi 2020 Viikko 14;Itä-Savon SHP;7
Vuosi 2020 Viikko 15;Itä-Savon SHP;0
Vuosi 2020 Viikko 16;Itä-Savon SHP;1
Vuosi 2020 Viikko 17;Itä-Savon SHP;0
Vuosi 2020 Viikko 18;Itä-Savon SHP;0
Vuosi 2020 Viikko 19;Itä-Savon SHP;0
Vuosi 2020 Viikko 20;Itä-Savon SHP;0
Vuosi 2020 Viikko 21;Itä-Savon SHP;3
Vuosi 2020 Viikko 22;Itä-Savon SHP;0
Vuosi 2020 Viikko 23;Itä-Savon SHP;0
Vuosi 2020 Viikko 24;Itä-Savon SHP;0
Vuosi 2020 Viikko 25;Itä-Savon SHP;0
Vuosi 2020 Viikko 26;Itä-Savon SHP;0
Vuosi 2020 Viikko 27;Itä-Savon SHP;0
Vuosi 2020 Viikko 28;Itä-Savon SHP;0
Vuosi 2020 Viikko 29;Itä-Savon SHP;0
Vuosi 2020 Viikko 30;Itä-Savon SHP;0
Vuosi 2020 Viikko 31;Itä-Savon SHP;0
Vuosi 2020 Viikko 32;Itä-Savon SHP;0
Vuosi 2020 Viikko 33;Itä-Savon SHP;0
Vuosi 2020 Viikko 34;Itä-Savon SHP;1
Vuosi 2020 Viikko 35;Itä-Savon SHP;0
Vuosi 2020 Viikko 36;Itä-Savon SHP;0
Vuosi 2020 Viikko 37;Itä-Savon SHP;0
Vuosi 2020 Viikko 38;Itä-Savon SHP;1
Vuosi 2020 Viikko 39;Itä-Savon SHP;0
Vuosi 2020 Viikko 40;Itä-Savon SHP;5
Vuosi 2020 Viikko 41;Itä-Savon SHP;1
Vuosi 2020 Viikko 42;Itä-Savon SHP;1
Vuosi 2020 Viikko 43;Itä-Savon SHP;0
Vuosi 2020 Viikko 44;Itä-Savon SHP;14
Vuosi 2020 Viikko 45;Itä-Savon SHP;1
Vuosi 2020 Viikko 46;Itä-Savon SHP;0
Vuosi 2020 Viikko 47;Itä-Savon SHP;3
Vuosi 2020 Viikko 48;Itä-Savon SHP;2
Vuosi 2020 Viikko 49;Itä-Savon SHP;4
Vuosi 2020 Viikko 50;Itä-Savon SHP;3
Vuosi 2020 Viikko 51;Itä-Savon SHP;0
Vuosi 2020 Viikko 52;Itä-Savon SHP;3
Vuosi 2020 Viikko 53;Itä-Savon SHP;5
Vuosi 2021 Viikko 01;Itä-Savon SHP;2
Vuosi 2021 Viikko 02;Itä-Savon SHP;1
Vuosi 2021 Viikko 03;Itä-Savon SHP;
Vuosi 2021 Viikko 04;Itä-Savon SHP;
Vuosi 2021 Viikko 05;Itä-Savon SHP;
Vuosi 2021 Viikko 06;Itä-Savon SHP;
Vuosi 2021 Viikko 07;Itä-Savon SHP;
Vuosi 2021 Viikko 08;Itä-Savon SHP;
Vuosi 2021 Viikko 09;Itä-Savon SHP;
Vuosi 2021 Viikko 10;Itä-Savon SHP;
Vuosi 2021 Viikko 11;Itä-Savon SHP;
Vuosi 2021 Viikko 12;Itä-Savon SHP;
Vuosi 2021 Viikko 13;Itä-Savon SHP;
Vuosi 2021 Viikko 14;Itä-Savon SHP;
Vuosi 2021 Viikko 15;Itä-Savon SHP;
Vuosi 2021 Viikko 16;Itä-Savon SHP;
Vuosi 2021 Viikko 17;Itä-Savon SHP;
Vuosi 2021 Viikko 18;Itä-Savon SHP;
Vuosi 2021 Viikko 19;Itä-Savon SHP;
Vuosi 2021 Viikko 20;Itä-Savon SHP;
Vuosi 2021 Viikko 21;Itä-Savon SHP;
Vuosi 2021 Viikko 22;Itä-Savon SHP;
Vuosi 2021 Viikko 23;Itä-Savon SHP;
Vuosi 2021 Viikko 24;Itä-Savon SHP;
Vuosi 2021 Viikko 25;Itä-Savon SHP;
Vuosi 2021 Viikko 26;Itä-Savon SHP;
Vuosi 2021 Viikko 27;Itä-Savon SHP;
Vuosi 2021 Viikko 28;Itä-Savon SHP;
Vuosi 2021 Viikko 29;Itä-Savon SHP;
Vuosi 2021 Viikko 30;Itä-Savon SHP;
Vuosi 2021 Viikko 31;Itä-Savon SHP;
Vuosi 2021 Viikko 32;Itä-Savon SHP;
Vuosi 2021 Viikko 33;Itä-Savon SHP;
Vuosi 2021 Viikko 34;Itä-Savon SHP;
Vuosi 2021 Viikko 35;Itä-Savon SHP;
Vuosi 2021 Viikko 36;Itä-Savon SHP;
Vuosi 2021 Viikko 37;Itä-Savon SHP;
Vuosi 2021 Viikko 38;Itä-Savon SHP;
Vuosi 2021 Viikko 39;Itä-Savon SHP;
Vuosi 2021 Viikko 40;Itä-Savon SHP;
Vuosi 2021 Viikko 41;Itä-Savon SHP;
Vuosi 2021 Viikko 42;Itä-Savon SHP;
Vuosi 2021 Viikko 43;Itä-Savon SHP;
Vuosi 2021 Viikko 44;Itä-Savon SHP;
Vuosi 2021 Viikko 45;Itä-Savon SHP;
Vuosi 2021 Viikko 46;Itä-Savon SHP;
Vuosi 2021 Viikko 47;Itä-Savon SHP;
Vuosi 2021 Viikko 48;Itä-Savon SHP;
Vuosi 2021 Viikko 49;Itä-Savon SHP;
Vuosi 2021 Viikko 50;Itä-Savon SHP;
Vuosi 2021 Viikko 51;Itä-Savon SHP;
Vuosi 2021 Viikko 52;Itä-Savon SHP;
Aika;Itä-Savon SHP;60
Vuosi 2020 Viikko 01;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 02;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 03;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 04;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 05;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 06;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 07;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 08;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 09;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 10;Pohjois-Karjalan SHP;1
Vuosi 2020 Viikko 11;Pohjois-Karjalan SHP;2
Vuosi 2020 Viikko 12;Pohjois-Karjalan SHP;4
Vuosi 2020 Viikko 13;Pohjois-Karjalan SHP;5
Vuosi 2020 Viikko 14;Pohjois-Karjalan SHP;2
Vuosi 2020 Viikko 15;Pohjois-Karjalan SHP;6
Vuosi 2020 Viikko 16;Pohjois-Karjalan SHP;4
Vuosi 2020 Viikko 17;Pohjois-Karjalan SHP;1
Vuosi 2020 Viikko 18;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 19;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 20;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 21;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 22;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 23;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 24;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 25;Pohjois-Karjalan SHP;3
Vuosi 2020 Viikko 26;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 27;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 28;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 29;Pohjois-Karjalan SHP;1
Vuosi 2020 Viikko 30;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 31;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 32;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 33;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 34;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 35;Pohjois-Karjalan SHP;1
Vuosi 2020 Viikko 36;Pohjois-Karjalan SHP;3
Vuosi 2020 Viikko 37;Pohjois-Karjalan SHP;1
Vuosi 2020 Viikko 38;Pohjois-Karjalan SHP;0
Vuosi 2020 Viikko 39;Pohjois-Karjalan SHP;30
Vuosi 2020 Viikko 40;Pohjois-Karjalan SHP;22
Vuosi 2020 Viikko 41;Pohjois-Karjalan SHP;18
Vuosi 2020 Viikko 42;Pohjois-Karjalan SHP;11
Vuosi 2020 Viikko 43;Pohjois-Karjalan SHP;3
Vuosi 2020 Viikko 44;Pohjois-Karjalan SHP;5
Vuosi 2020 Viikko 45;Pohjois-Karjalan SHP;12
Vuosi 2020 Viikko 46;Pohjois-Karjalan SHP;10
Vuosi 2020 Viikko 47;Pohjois-Karjalan SHP;57
Vuosi 2020 Viikko 48;Pohjois-Karjalan SHP;50
Vuosi 2020 Viikko 49;Pohjois-Karjalan SHP;32
Vuosi 2020 Viikko 50;Pohjois-Karjalan SHP;36
Vuosi 2020 Viikko 51;Pohjois-Karjalan SHP;29
Vuosi 2020 Viikko 52;Pohjois-Karjalan SHP;17
Vuosi 2020 Viikko 53;Pohjois-Karjalan SHP;36
Vuosi 2021 Viikko 01;Pohjois-Karjalan SHP;12
Vuosi 2021 Viikko 02;Pohjois-Karjalan SHP;10
Vuosi 2021 Viikko 03;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 04;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 05;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 06;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 07;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 08;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 09;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 10;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 11;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 12;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 13;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 14;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 15;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 16;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 17;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 18;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 19;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 20;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 21;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 22;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 23;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 24;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 25;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 26;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 27;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 28;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 29;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 30;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 31;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 32;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 33;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 34;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 35;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 36;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 37;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 38;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 39;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 40;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 41;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 42;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 43;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 44;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 45;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 46;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 47;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 48;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 49;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 50;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 51;Pohjois-Karjalan SHP;
Vuosi 2021 Viikko 52;Pohjois-Karjalan SHP;
Aika;Pohjois-Karjalan SHP;424
Vuosi 2020 Viikko 01;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 02;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 03;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 04;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 05;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 06;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 07;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 08;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 09;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 10;Pohjois-Savon SHP;3
Vuosi 2020 Viikko 11;Pohjois-Savon SHP;1
Vuosi 2020 Viikko 12;Pohjois-Savon SHP;9
Vuosi 2020 Viikko 13;Pohjois-Savon SHP;26
Vuosi 2020 Viikko 14;Pohjois-Savon SHP;37
Vuosi 2020 Viikko 15;Pohjois-Savon SHP;34
Vuosi 2020 Viikko 16;Pohjois-Savon SHP;12
Vuosi 2020 Viikko 17;Pohjois-Savon SHP;1
Vuosi 2020 Viikko 18;Pohjois-Savon SHP;4
Vuosi 2020 Viikko 19;Pohjois-Savon SHP;6
Vuosi 2020 Viikko 20;Pohjois-Savon SHP;4
Vuosi 2020 Viikko 21;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 22;Pohjois-Savon SHP;1
Vuosi 2020 Viikko 23;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 24;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 25;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 26;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 27;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 28;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 29;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 30;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 31;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 32;Pohjois-Savon SHP;1
Vuosi 2020 Viikko 33;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 34;Pohjois-Savon SHP;4
Vuosi 2020 Viikko 35;Pohjois-Savon SHP;4
Vuosi 2020 Viikko 36;Pohjois-Savon SHP;0
Vuosi 2020 Viikko 37;Pohjois-Savon SHP;2
Vuosi 2020 Viikko 38;Pohjois-Savon SHP;10
Vuosi 2020 Viikko 39;Pohjois-Savon SHP;21
Vuosi 2020 Viikko 40;Pohjois-Savon SHP;18
Vuosi 2020 Viikko 41;Pohjois-Savon SHP;7
Vuosi 2020 Viikko 42;Pohjois-Savon SHP;11
Vuosi 2020 Viikko 43;Pohjois-Savon SHP;50
Vuosi 2020 Viikko 44;Pohjois-Savon SHP;21
Vuosi 2020 Viikko 45;Pohjois-Savon SHP;35
Vuosi 2020 Viikko 46;Pohjois-Savon SHP;13
Vuosi 2020 Viikko 47;Pohjois-Savon SHP;45
Vuosi 2020 Viikko 48;Pohjois-Savon SHP;37
Vuosi 2020 Viikko 49;Pohjois-Savon SHP;26
Vuosi 2020 Viikko 50;Pohjois-Savon SHP;29
Vuosi 2020 Viikko 51;Pohjois-Savon SHP;18
Vuosi 2020 Viikko 52;Pohjois-Savon SHP;20
Vuosi 2020 Viikko 53;Pohjois-Savon SHP;18
Vuosi 2021 Viikko 01;Pohjois-Savon SHP;26
Vuosi 2021 Viikko 02;Pohjois-Savon SHP;6
Vuosi 2021 Viikko 03;Pohjois-Savon SHP;
Vuosi 2021 Viikko 04;Pohjois-Savon SHP;
Vuosi 2021 Viikko 05;Pohjois-Savon SHP;
Vuosi 2021 Viikko 06;Pohjois-Savon SHP;
Vuosi 2021 Viikko 07;Pohjois-Savon SHP;
Vuosi 2021 Viikko 08;Pohjois-Savon SHP;
Vuosi 2021 Viikko 09;Pohjois-Savon SHP;
Vuosi 2021 Viikko 10;Pohjois-Savon SHP;
Vuosi 2021 Viikko 11;Pohjois-Savon SHP;
Vuosi 2021 Viikko 12;Pohjois-Savon SHP;
Vuosi 2021 Viikko 13;Pohjois-Savon SHP;
Vuosi 2021 Viikko 14;Pohjois-Savon SHP;
Vuosi 2021 Viikko 15;Pohjois-Savon SHP;
Vuosi 2021 Viikko 16;Pohjois-Savon SHP;
Vuosi 2021 Viikko 17;Pohjois-Savon SHP;
Vuosi 2021 Viikko 18;Pohjois-Savon SHP;
Vuosi 2021 Viikko 19;Pohjois-Savon SHP;
Vuosi 2021 Viikko 20;Pohjois-Savon SHP;
Vuosi 2021 Viikko 21;Pohjois-Savon SHP;
Vuosi 2021 Viikko 22;Pohjois-Savon SHP;
Vuosi 2021 Viikko 23;Pohjois-Savon SHP;
Vuosi 2021 Viikko 24;Pohjois-Savon SHP;
Vuosi 2021 Viikko 25;Pohjois-Savon SHP;
Vuosi 2021 Viikko 26;Pohjois-Savon SHP;
Vuosi 2021 Viikko 27;Pohjois-Savon SHP;
Vuosi 2021 Viikko 28;Pohjois-Savon SHP;
Vuosi 2021 Viikko 29;Pohjois-Savon SHP;
Vuosi 2021 Viikko 30;Pohjois-Savon SHP;
Vuosi 2021 Viikko 31;Pohjois-Savon SHP;
Vuosi 2021 Viikko 32;Pohjois-Savon SHP;
Vuosi 2021 Viikko 33;Pohjois-Savon SHP;
Vuosi 2021 Viikko 34;Pohjois-Savon SHP;
Vuosi 2021 Viikko 35;Pohjois-Savon SHP;
Vuosi 2021 Viikko 36;Pohjois-Savon SHP;
Vuosi 2021 Viikko 37;Pohjois-Savon SHP;
Vuosi 2021 Viikko 38;Pohjois-Savon SHP;
Vuosi 2021 Viikko 39;Pohjois-Savon SHP;
Vuosi 2021 Viikko 40;Pohjois-Savon SHP;
Vuosi 2021 Viikko 41;Pohjois-Savon SHP;
Vuosi 2021 Viikko 42;Pohjois-Savon SHP;
Vuosi 2021 Viikko 43;Pohjois-Savon SHP;
Vuosi 2021 Viikko 44;Pohjois-Savon SHP;
Vuosi 2021 Viikko 45;Pohjois-Savon SHP;
Vuosi 2021 Viikko 46;Pohjois-Savon SHP;
Vuosi 2021 Viikko 47;Pohjois-Savon SHP;
Vuosi 2021 Viikko 48;Pohjois-Savon SHP;
Vuosi 2021 Viikko 49;Pohjois-Savon SHP;
Vuosi 2021 Viikko 50;Pohjois-Savon SHP;
Vuosi 2021 Viikko 51;Pohjois-Savon SHP;
Vuosi 2021 Viikko 52;Pohjois-Savon SHP;
Aika;Pohjois-Savon SHP;560
Vuosi 2020 Viikko 01;Keski-Suomen SHP;0
Vuosi 2020 Viikko 02;Keski-Suomen SHP;0
Vuosi 2020 Viikko 03;Keski-Suomen SHP;0
Vuosi 2020 Viikko 04;Keski-Suomen SHP;0
Vuosi 2020 Viikko 05;Keski-Suomen SHP;0
Vuosi 2020 Viikko 06;Keski-Suomen SHP;0
Vuosi 2020 Viikko 07;Keski-Suomen SHP;0
Vuosi 2020 Viikko 08;Keski-Suomen SHP;0
Vuosi 2020 Viikko 09;Keski-Suomen SHP;0
Vuosi 2020 Viikko 10;Keski-Suomen SHP;1
Vuosi 2020 Viikko 11;Keski-Suomen SHP;12
Vuosi 2020 Viikko 12;Keski-Suomen SHP;15
Vuosi 2020 Viikko 13;Keski-Suomen SHP;30
Vuosi 2020 Viikko 14;Keski-Suomen SHP;34
Vuosi 2020 Viikko 15;Keski-Suomen SHP;17
Vuosi 2020 Viikko 16;Keski-Suomen SHP;9
Vuosi 2020 Viikko 17;Keski-Suomen SHP;9
Vuosi 2020 Viikko 18;Keski-Suomen SHP;1
Vuosi 2020 Viikko 19;Keski-Suomen SHP;3
Vuosi 2020 Viikko 20;Keski-Suomen SHP;0
Vuosi 2020 Viikko 21;Keski-Suomen SHP;1
Vuosi 2020 Viikko 22;Keski-Suomen SHP;2
Vuosi 2020 Viikko 23;Keski-Suomen SHP;1
Vuosi 2020 Viikko 24;Keski-Suomen SHP;0
Vuosi 2020 Viikko 25;Keski-Suomen SHP;0
Vuosi 2020 Viikko 26;Keski-Suomen SHP;0
Vuosi 2020 Viikko 27;Keski-Suomen SHP;1
Vuosi 2020 Viikko 28;Keski-Suomen SHP;1
Vuosi 2020 Viikko 29;Keski-Suomen SHP;3
Vuosi 2020 Viikko 30;Keski-Suomen SHP;0
Vuosi 2020 Viikko 31;Keski-Suomen SHP;2
Vuosi 2020 Viikko 32;Keski-Suomen SHP;3
Vuosi 2020 Viikko 33;Keski-Suomen SHP;6
Vuosi 2020 Viikko 34;Keski-Suomen SHP;12
Vuosi 2020 Viikko 35;Keski-Suomen SHP;12
Vuosi 2020 Viikko 36;Keski-Suomen SHP;31
Vuosi 2020 Viikko 37;Keski-Suomen SHP;46
Vuosi 2020 Viikko 38;Keski-Suomen SHP;66
Vuosi 2020 Viikko 39;Keski-Suomen SHP;51
Vuosi 2020 Viikko 40;Keski-Suomen SHP;29
Vuosi 2020 Viikko 41;Keski-Suomen SHP;90
Vuosi 2020 Viikko 42;Keski-Suomen SHP;90
Vuosi 2020 Viikko 43;Keski-Suomen SHP;49
Vuosi 2020 Viikko 44;Keski-Suomen SHP;36
Vuosi 2020 Viikko 45;Keski-Suomen SHP;15
Vuosi 2020 Viikko 46;Keski-Suomen SHP;23
Vuosi 2020 Viikko 47;Keski-Suomen SHP;69
Vuosi 2020 Viikko 48;Keski-Suomen SHP;102
Vuosi 2020 Viikko 49;Keski-Suomen SHP;81
Vuosi 2020 Viikko 50;Keski-Suomen SHP;113
Vuosi 2020 Viikko 51;Keski-Suomen SHP;82
Vuosi 2020 Viikko 52;Keski-Suomen SHP;47
Vuosi 2020 Viikko 53;Keski-Suomen SHP;77
Vuosi 2021 Viikko 01;Keski-Suomen SHP;32
Vuosi 2021 Viikko 02;Keski-Suomen SHP;3
Vuosi 2021 Viikko 03;Keski-Suomen SHP;
Vuosi 2021 Viikko 04;Keski-Suomen SHP;
Vuosi 2021 Viikko 05;Keski-Suomen SHP;
Vuosi 2021 Viikko 06;Keski-Suomen SHP;
Vuosi 2021 Viikko 07;Keski-Suomen SHP;
Vuosi 2021 Viikko 08;Keski-Suomen SHP;
Vuosi 2021 Viikko 09;Keski-Suomen SHP;
Vuosi 2021 Viikko 10;Keski-Suomen SHP;
Vuosi 2021 Viikko 11;Keski-Suomen SHP;
Vuosi 2021 Viikko 12;Keski-Suomen SHP;
Vuosi 2021 Viikko 13;Keski-Suomen SHP;
Vuosi 2021 Viikko 14;Keski-Suomen SHP;
Vuosi 2021 Viikko 15;Keski-Suomen SHP;
Vuosi 2021 Viikko 16;Keski-Suomen SHP;
Vuosi 2021 Viikko 17;Keski-Suomen SHP;
Vuosi 2021 Viikko 18;Keski-Suomen SHP;
Vuosi 2021 Viikko 19;Keski-Suomen SHP;
Vuosi 2021 Viikko 20;Keski-Suomen SHP;
Vuosi 2021 Viikko 21;Keski-Suomen SHP;
Vuosi 2021 Viikko 22;Keski-Suomen SHP;
Vuosi 2021 Viikko 23;Keski-Suomen SHP;
Vuosi 2021 Viikko 24;Keski-Suomen SHP;
Vuosi 2021 Viikko 25;Keski-Suomen SHP;
Vuosi 2021 Viikko 26;Keski-Suomen SHP;
Vuosi 2021 Viikko 27;Keski-Suomen SHP;
Vuosi 2021 Viikko 28;Keski-Suomen SHP;
Vuosi 2021 Viikko 29;Keski-Suomen SHP;
Vuosi 2021 Viikko 30;Keski-Suomen SHP;
Vuosi 2021 Viikko 31;Keski-Suomen SHP;
Vuosi 2021 Viikko 32;Keski-Suomen SHP;
Vuosi 2021 Viikko 33;Keski-Suomen SHP;
Vuosi 2021 Viikko 34;Keski-Suomen SHP;
Vuosi 2021 Viikko 35;Keski-Suomen SHP;
Vuosi 2021 Viikko 36;Keski-Suomen SHP;
Vuosi 2021 Viikko 37;Keski-Suomen SHP;
Vuosi 2021 Viikko 38;Keski-Suomen SHP;
Vuosi 2021 Viikko 39;Keski-Suomen SHP;
Vuosi 2021 Viikko 40;Keski-Suomen SHP;
Vuosi 2021 Viikko 41;Keski-Suomen SHP;
Vuosi 2021 Viikko 42;Keski-Suomen SHP;
Vuosi 2021 Viikko 43;Keski-Suomen SHP;
Vuosi 2021 Viikko 44;Keski-Suomen SHP;
Vuosi 2021 Viikko 45;Keski-Suomen SHP;
Vuosi 2021 Viikko 46;Keski-Suomen SHP;
Vuosi 2021 Viikko 47;Keski-Suomen SHP;
Vuosi 2021 Viikko 48;Keski-Suomen SHP;
Vuosi 2021 Viikko 49;Keski-Suomen SHP;
Vuosi 2021 Viikko 50;Keski-Suomen SHP;
Vuosi 2021 Viikko 51;Keski-Suomen SHP;
Vuosi 2021 Viikko 52;Keski-Suomen SHP;
Aika;Keski-Suomen SHP;1307
Vuosi 2020 Viikko 01;Etelä-Pohjanmaan SHP;0
Vuosi 2020 Viikko 02;Etelä-Pohjanmaan SHP;0
Vuosi 2020 Viikko 03;Etelä-Pohjanmaan SHP;0
Vuosi 2020 Viikko 04;Etelä-Pohjanmaan SHP;0
Vuosi 2020 Viikko 05;Etelä-Pohjanmaan SHP;0
Vuosi 2020 Viikko 06;Etelä-Pohjanmaan SHP;0
Vuosi 2020 Viikko 07;Etelä-Pohjanmaan SHP;0
Vuosi 2020 Viikko 08;Etelä-Pohjanmaan SHP;0
Vuosi 2020 Viikko 09;Etelä-Pohjanmaan SHP;0
Vuosi 2020 Viikko 10;Etelä-Pohjanmaan SHP;0
Vuosi 2020 Viikko 11;Etelä-Pohjanmaan SHP;5
Vuosi 2020 Viikko 12;Etelä-Pohjanmaan SHP;1
Vuosi 2020 Viikko 13;Etelä-Pohjanmaan SHP;7
Vuosi 2020 Viikko 14;Etelä-Pohjanmaan SHP;13
Vuosi 2020 Viikko 15;Etelä-Pohjanmaan SHP;7
Vuosi 2020 Viikko 16;Etelä-Pohjanmaan SHP;4
Vuosi 2020 Viikko 17;Etelä-Pohjanmaan SHP;0
Vuosi 2020 Viikko 18;Etelä-Pohjanmaan SHP;0
